Citation,Manner,Cleaned_Citation
لا تُخدعنَّ بأطماعٍ تُزخرفُها لَكَ المنى بِحديثِ المين والخِدَع، فلو كَشفت عن الموتى بأجمعهم، وجَدت هلكهم في الحِرص والطَّمع. ().,Sentiment: neutral,"['تخدعن', 'بأطماع', 'تزخرفها', 'المنى', 'بحديث', 'المين', 'الخدع', 'فلو', 'كشفت', 'الموتى', 'بأجمعهم', 'جدت', 'هلكهم', 'الحرص', 'الطمع']"
إذا طَمعٌ يحلُّ بِقلب عبدٍ علَته مهانةٌ وعَلاه هون. ().,Sentiment: neutral,"['طمع', 'يحل', 'بقلب', 'عبد', 'علته', 'مهانة', 'علاه', 'هون']"
ولم أقضِ حقَّ العلمِ إن كان كلَّما بدا طمعٌ صيَّرتُه لي سلَّما، ولم أبتذلْ في خدمةِ العلمِ مُهجتي، لأخدمَ من لاقيتُ لكن لأُخدَم. ().,Sentiment: neutral,"['أقض', 'حق', 'العلم', 'بدا', 'طمع', 'صيرته', 'سلما', 'أبتذل', 'خدمة', 'العلم', 'مهجتي', 'لأخدم', 'لاقيت', 'لأخدم']"
لا تَصحب خَمسة: الكذَّاب فإنَّك مِنه عَلى غُرور، وهو مِثل السَّراب يُقرِّب مِنك البعيد، ويُبعد مِنك القريب، والأحمق فإنَّك لَست مِنه على شيءٍ يُريد أن ينفعك فيضرُّ بِك، والبخيلَّ فإنَّه يَقطع بِك أحوَج ما تَكون إليه، والجبان فإنَّه يُسلِّمك ويَفرّ عِند الشِدَّة، والفاسِق فإنَّه يبيعك بأكلةٍ أو أقلَّ مِنها، قيل، ومَا أقلَّ مِنها؟ . .,Sentiment: neutral,"['تصحب', 'الكذاب', 'فإنك', 'غرور', 'السراب', 'يقرب', 'منك', 'البعيد', 'يبعد', 'منك', 'القريب', 'الأحمق', 'فإنك', 'شيا', 'يريد', 'ينفعك', 'فيضر', 'البخيل', 'فإنه', 'يقطع', 'أحوج', 'تكون', 'إليه', 'الجبان', 'فإنه', 'يسلمك', 'يفر', 'الشدة', 'الفاسق', 'فإنه', 'يبيعك', 'بأكلة', 'قيل']"
النَّفس تطمع والأسباب عاجزةٌ، والنَّفس تهلك بين اليأس والطَّمع. (هارون الرَّشيد).,Sentiment: negative,"['النفس', 'تطمع', 'الأسباب', 'عاجزة', 'النفس', 'تهلك', 'اليأس', 'الطمع', 'هارون', 'الرشيد']"
إنَّا نعفُّ فلا نريبُ حليفَنا، ونكفُّ شحَّ نفوسِنا في المطمعِ. ().,Sentiment: negative,"['نعف', 'نريب', 'حليفنا', 'نكف', 'شح', 'نفوسنا', 'المطمع']"
لا خيرَ في طمعٍ يهدي إلى طبع وغفَّةٌ مِن قوامِ العيشِ تكفيني. ().,Sentiment: neutral,"['خير', 'طمع', 'يهدي', 'طبع', 'غفة', 'قوام', 'العيش', 'تكفيني']"
النَّفس إذا لم تُمنع بعضُ المُباحات، طمِعَت في المحظورات. ().,Sentiment: neutral,"['النفس', 'تمنع', 'المباحات', 'طمعت', 'المحظورات']"
أهل الجنَّة ثلاثة: ذو سُلطانٌ مُقسِط مُتصدِّق موفِّق، ورَجلٌ رَحيمٌ رَقيقُ القَلب لِكُلِّ ذي قُرب ومسلم، وعَفيفٌ مُتعفِّف ذو عِيال، وأهلُ النَّار خَمسة: الضَّعيف الذي لا زبر له، الذين فيكم تبَّع، لا يبغون أهلًا ولا مالًا، والخائن الذي لا يخفى له طمع وإن دقَّ إلا خانه، ورجلٌ لا يُصبح ولا يُمسي إلا وهو يُخادِعُك عن أهلِك ومالِك، وذكر البخل أو الكذب، والشَّنظير -الفحَّاش-. ().,Blameworthy Moral: كِذْب,"['أهل', 'الجنة', 'سلطان', 'مقسط', 'متصدق', 'موفق', 'رجل', 'رحيم', 'رقيق', 'القلب', 'لكل', 'قرب', 'مسلم', 'عفيف', 'متعفف', 'عيال', 'أهل', 'النار', 'الضعيف', 'زبر', 'فيكم', 'تبع', 'يبغون', 'مالا', 'الخائن', 'يخفى', 'طمع', 'دق', 'خانه', 'رجل', 'يصبح', 'يمسي', 'يخادعك', 'أهلك', 'مالك', 'ذكر', 'البخل', 'الكذب', 'الشنظير', 'الفحاش']"
النَّفسُ تطمعُ والأسبابُ عاجزةٌ، والَّنفسُ تهلِك بين اليأسِ والطَّمعِ. ().,Sentiment: neutral,"['النفس', 'تطمع', 'الأسباب', 'عاجزة', 'النفس', 'تهلك', 'اليأس', 'الطمع']"
مَن طَمِع في الفَوز بِكُلِّ شيء، خَسِرَ كُلّ شَيء.,Sentiment: negative,"['طمع', 'الفوز', 'بكل', 'شيا', 'خسر', 'شيا']"
الطَّمع كماء البحر زِد مِنهُ شُرباً تزدَاد عَطَشاً.,Sentiment: neutral,"['الطمع', 'كماا', 'البحر', 'زد', 'شربا', 'تزداد', 'عطشا']"
لا تَخف أبَداً أن تَرفع صوتَكَ مِن أجل الصِّدق والحقيقة، ومِن أجل التعاطُف ضِدَّ الظُّلم والكذِب والطَّمع، ولو فَعلَ كُلَّ النَّاس ذلك سيتغيَّر العالم.,Good Moral: صِدْق,"['تخف', 'ترفع', 'صوتك', 'الصدق', 'الحقيقة', 'التعاطف', 'الظلم', 'الكذب', 'الطمع', 'فعل', 'الناس', 'سيتغير', 'العالم']"
مجانينٌ يا عزيزي هؤلاء النَّاس الذين يتَّخذون المَال هدفاً، والشُّهرة غايةً، والطَّمع خُلُقاً، والغُرور مركباً.,Sentiment: neutral,"['مجانين', 'عزيزي', 'هالاا', 'الناس', 'يتخذون', 'المال', 'هدفا', 'الشهرة', 'غاية', 'الطمع', 'خلقا', 'الغرور', 'مركبا']"
إنَّ مَا نَتوق إليه ونَعجزُ عنِ الحصول عليه، أحبُّ إلى قُلوبِنا مِمَّا قَد حصلنا عليه.,Sentiment: neutral,"['نتوق', 'إليه', 'نعجز', 'الحصول', 'أحب', 'قلوبنا', 'حصلنا']"
الطَّمع ضَرَّ ما نَفَع.,Sentiment: negative,"['الطمع', 'ضر', 'نفع']"
يُلازم الطّمع اللَّذة المنتظرة واللَّذة الماضية.,Sentiment: neutral,"['يلازم', 'الطمع', 'اللذة', 'المنتظرة', 'اللذة', 'الماضية']"
يا ويحَ مَن جعل المطامعَ قائدًا يقتادُه نحو الرَّدى، بزمامِ مَن كان قائدُه المطامعَ، لم يفُزْ يومًا بعيشِ مسرَّةٍ وسلامِ.,Sentiment: negative,"['يح', 'المطامع', 'قائدا', 'يقتاده', 'الردى', 'بزمام', 'قائده', 'المطامع', 'يفز', 'يوما', 'بعيش', 'مسرة', 'سلام']"
لا تغضبنَّ على امرئٍ لك مانعٌ ما في يديه، واغضبْ على الطَّمعِ الذي استدعاك تطلبُ ما لديه.,Sentiment: negative,"['تغضبن', 'امرئ', 'مانع', 'يديه', 'اغضب', 'الطمع', 'استدعاك', 'تطلب', 'لديه']"
من يطارد عصفورين يفقدهما معاً.,Sentiment: negative,"['يطارد', 'عصفورين', 'يفقدهما', 'معا']"
من مَدَّ عينيه إلى مَا لَيس في يديه، أسرَعَت الخيبة إليه، وَعكفت الحزونة عليه.,Sentiment: negative,"['مد', 'عينيه', 'يديه', 'أسرعت', 'الخيبة', 'إليه', 'عكفت', 'الحزونة']"
ما نَبتت أغصانُ الذُّل إلا عَلى بِذر الطَّمع، والجَّشع.,Blameworthy Moral: ذُلّ,"['نبتت', 'أغصان', 'الذل', 'بذر', 'الطمع', 'الجشع']"
الدَّافِع وَراء الحَرب هو الجَّشع أو الطَّمع، والرَّغبة بالسيطرة، والرَّغبة بِالتحكُّم.,Sentiment: neutral,"['الدافع', 'راا', 'الحرب', 'الجشع', 'الطمع', 'الرغبة', 'بالسيطرة', 'الرغبة', 'بالتحكم']"
ولِدنا جَميعاً شُجعاناً ونثِق بالنَّاس وطمَّاعين، في النِّهاية نَخسر الأغلبيَّة الأولى والثَّانية، ونَبقى طمَّاعين.,Sentiment: neutral,"['لدنا', 'جميعا', 'شجعانا', 'نثق', 'بالناس', 'طماعين', 'النهاية', 'نخسر', 'الأغلبية', 'الأولى', 'الثانية', 'نبقى', 'طماعين']"
الطَّمع ينقلِب على مَن يَستسلم إليه.,Sentiment: positive,"['الطمع', 'ينقلب', 'يستسلم', 'إليه']"
رأيتُ مخيلةً فطمعتُ فيها، وفي الطَّمعِ المذلّةُ للرقابِ.,Sentiment: positive,"['رأيت', 'مخيلة', 'فطمعت', 'الطمع', 'المذلة', 'للرقاب']"
أحبِب الله لأنَّه أعطاك أوَّلاً وليُعطيك ثانياً، واجعل العرفان بالجَّميل يَسبق الطَّمع في المزيد دائِماً.,Sentiment: positive,"['أحبب', 'الله', 'لأنه', 'أعطاك', 'أولا', 'ليعطيك', 'ثانيا', 'اجعل', 'العرفان', 'بالجميل', 'يسبق', 'الطمع', 'المزيد', 'دائما']"
الطَّمع لَيس الطَّمع في مال الغير، وإنَّما هو عِبارة عن تمنِّي خَسارة النَّاس في الحياة.,Good Moral: غَيْر,"['الطمع', 'الطمع', 'مال', 'الغير', 'عبارة', 'تمني', 'خسارة', 'الناس', 'الحياة']"
للجَحيم ثَلاث بوَّابات، الشَّهوة، والغَضَب، والجَشَع.,Blameworthy Moral: غَضَب,"['للجحيم', 'بوابات', 'الشهوة', 'الغضب', 'الجشع']"
الفَقر يُريد الكثير، لكنَّ الجَشع يُريدُ كُلَّ شيء.,Sentiment: positive,"['الفقر', 'يريد', 'الكثير', 'الجشع', 'يريد', 'شيا']"
الطمع أمره كلّه شرّ، لا يزال يُؤمّل صاحبه حتى يُخسره ما لديه.,Sentiment: negative,"['الطمع', 'أمره', 'كله', 'شر', 'يزال', 'يامل', 'صاحبه', 'يخسره', 'لديه']"
الجَّشع والعالة نفسُ الشَّخص عمليَّاً.,Sentiment: negative,"['الجشع', 'العالة', 'الشخص', 'عمليا']"
حسبي بعلمي إن نفعْ، ما الذُّل إلَّا في الطَّمعْ، مَن راقب اللهَ نزعْ عن سوءِ ما كان صنعْ، ما طار طيرٌ فارتفعْ إلا كما طار وقعْ.,Blameworthy Moral: ذُلّ,"['حسبي', 'بعلمي', 'نفع', 'الذل', 'الطمع', 'راقب', 'الله', 'نزع', 'سوا', 'صنع', 'طار', 'طير', 'فارتفع', 'طار', 'قع']"
لا تخضعنَّ لمخلوقٍ على طمعٍ فإنَّ ذاك مضرٌّ منك بالدِّينِ، واسترزقِ الله ممَّا في خزائنِه، فإنَّما هي بينَ الكافِ والنونِ.,Sentiment: neutral,"['تخضعن', 'لمخلوق', 'طمع', 'مضر', 'منك', 'بالدين', 'استرزق', 'الله', 'خزائنه', 'فإنما', 'الكاف', 'النون']"
أخشى ما أخشاه أن يَأتي اليَوم الّذي تُصبِح فيه الخيانة وجهَة نظَر.,Blameworthy Moral: خِيان,"['أخشى', 'أخشاه', 'يأتي', 'اليوم', 'تصبح', 'الخيانة', 'جهة', 'نظر']"
إنَّ الخِيانة في حَدِّ ذاتِها ميتةٌ حَقيرة.,Blameworthy Moral: خِيان,"['الخيانة', 'حد', 'ذاتها', 'ميتة', 'حقيرة']"
يأتي وقتٌ يكون فيه الصَّمتُ خيانة.,Good Moral: صَمِت,"['يأتي', 'قت', 'يكون', 'الصمت', 'خيانة']"
أحقَر الأشخاص الّذين قابَلتهم، هُم هؤلاء الّذين ساعدوني عَلى احتلال بُلدانِهِم.,Sentiment: negative,"['أحقر', 'الأشخاص', 'قابلتهم', 'هالاا', 'ساعدوني', 'احتلال', 'بلدانهم']"
مَن ضيَّع الأمانة ورضيَ بالخِيانَة فقد تبرَّأ من الدِّيانة.,Good Moral: الأمانة,"['ضيع', 'الأمانة', 'رضي', 'بالخيانة', 'فقد', 'تبرأ', 'الديانة']"
يا إخوتي! آباؤنا لم يغرسوا غَير الأساطير السَّقيمة واليُتم والرؤيا العقيمة، فلنجنِ مِن غرسِ الجهالة والخِيانة والجريمة، فلنجنِ من خُبز التمزّق نَكبةَ الجوع العضال.,Good Moral: غَيْر,"['إخوتي', 'آباانا', 'يغرسوا', 'الأساطير', 'السقيمة', 'اليتم', 'الرايا', 'العقيمة', 'فلنجن', 'غرس', 'الجهالة', 'الخيانة', 'الجريمة', 'فلنجن', 'خبز', 'التمزق', 'نكبة', 'الجوع', 'العضال']"
حين تَخون الوَطن لَن تجِد تُراباً يَحنّ عَليك يوم موتِك، ستشعُر بِالبرد حتَّى وأنت ميِّت.,Good Moral: البر,"['تخون', 'الوطن', 'تجد', 'ترابا', 'يحن', 'يوم', 'موتك', 'ستشعر', 'بالبرد', 'ميت']"
ليس أعظَم خيانةً ولا أسوأ عاقِبة من رجُلٍ تولَّى أمور النَّاس، فنام عنها حتَّى أضاعها.,Blameworthy Moral: خِيان,"['أعظم', 'خيانة', 'أسوأ', 'عاقبة', 'رجل', 'تولى', 'أمور', 'الناس', 'فنام', 'عنها', 'أضاعها']"
إنَّ الخائِنَ لِوطَنه هو كمِثل السَّارق مِن مالِ أبيه ليُطعِم اللُّصوص، فَلا أبوه يُسامِحه ولا اللّصوص تَشكُره.,Sentiment: neutral,"['الخائن', 'لوطنه', 'كمثل', 'السارق', 'مال', 'أبيه', 'ليطعم', 'اللصوص', 'أبوه', 'يسامحه', 'اللصوص', 'تشكره']"
لا شيء أسوأ مِن خِيانة القَلم، فالرَّصاصُ الغادِر قد يقتُل أفراداً، بينما القلم الخائِن قد يَقتل أمَماً.,Blameworthy Moral: خِيان,"['شيا', 'أسوأ', 'خيانة', 'القلم', 'فالرصاص', 'الغادر', 'يقتل', 'أفرادا', 'بينما', 'القلم', 'الخائن', 'يقتل', 'أمما']"
شوقٌ يخضُّ دَمي إليه، كأنَّ كُلَّ دَمي اشتهاء جوعِ إليه، كجوع كُل دمِ الغَّريق إلى الهواء، شَوق الجنين إذا اشرأبَّ مِن الظَّلام إلى الولادة، إنّي لأعجب كَيف يُمكن أن يخون الخائنِون؟ أيخونُ إنسانٌ بِلاده؟ إن خان مِعنى أن يَكون فكيف يُمكن أن يكون؟.,Sentiment: neutral,"['شوق', 'يخض', 'دمي', 'إليه', 'دمي', 'اشتهاا', 'جوع', 'إليه', 'كجوع', 'دم', 'الغريق', 'الهواا', 'شوق', 'الجنين', 'اشرأب', 'الظلام', 'الولادة', 'لأعجب', 'يمكن', 'يخون', 'الخائنون', 'أيخون', 'إنسان', 'بلاده', 'خان', 'معنى', 'يكون', 'يمكن', 'يكون']"
