Citation,Manner,Cleaned_Citation,Stemmed_tokens,Tokenized_Citation
النجاح هو الانتقال من فشل إلى فشل دون أن تشعر باليأس.,Sentiment: positive,"['النجاح', 'الانتقال', 'فشل', 'فشل', 'تشعر', 'باليأس']",نجاح ٱنتقال فشل فشل شعر إلياس,"['نجاح', 'ٱنتقال', 'فشل', 'فشل', 'شعر', 'إلياس']"
يجب أن تكون رغبتك في النجاح أكبر من يأسك عند مواجهة المشكلات لكي تنجح.,Sentiment: positive,"['يجب', 'تكون', 'رغبتك', 'النجاح', 'أكبر', 'يأسك', 'مواجهة', 'المشكلات', 'تنجح']",جب تكون رغب نجاح أكبر يأس مواجه مشكل نجح,"['جب', 'تكون', 'رغب', 'نجاح', 'أكبر', 'يأس', 'مواجه', 'مشكل', 'نجح']"
أنت من يصنع النّجاح، أو الفشل بكيفيّة تعاطيه مع الأمور من حوله، وليس الظروف.,Sentiment: neutral,"['يصنع', 'النجاح', 'الفشل', 'بكيفية', 'تعاطيه', 'الأمور', 'حوله', 'الظروف']",صنع نجاح فشل كيفي تعاطي أمور حول ظروف,"['صنع', 'نجاح', 'فشل', 'كيفي', 'تعاطي', 'أمور', 'حول', 'ظروف']"
الكّثير ممّن فشلوا لم يدركوا مدى قربهم من النجاح عندما استسلموا.,Sentiment: negative,"['الكثير', 'فشلوا', 'يدركوا', 'مدى', 'قربهم', 'النجاح', 'عندما', 'استسلموا']",كثير فشل درك مد قرب نجاح عندم ٱستسلم,"['كثير', 'فشل', 'درك', 'مد', 'قرب', 'نجاح', 'عندم', 'ٱستسلم']"
من أكبر أسرارِ النّجاح أن تخوضَ الحياة بلا كلل ولا يأس.,Sentiment: positive,"['أكبر', 'أسرار', 'النجاح', 'تخوض', 'الحياة', 'بلا', 'كلل', 'يأس']",أكبر أسرار نجاح خوض ألحي بل كلل يأس,"['أكبر', 'أسرار', 'نجاح', 'خوض', 'ألحي', 'بل', 'كلل', 'يأس']"
المتشائم يرى صعوبة في كلّ فرصةٍ، بينما يرى المتفائل فرصةً في كلّ صعوبة.,Sentiment: neutral,"['المتشائم', 'يرى', 'صعوبة', 'فرصة', 'بينما', 'يرى', 'المتفائل', 'فرصة', 'صعوبة']",متشائم ري صعوب فرص بينما ري متفائل فرص صعوب,"['متشائم', 'ري', 'صعوب', 'فرص', 'بينما', 'ري', 'متفائل', 'فرص', 'صعوب']"
قمّة المجد ليست في عدم الإخفاق والفشل، بل في القيّام بعد كل عثرة.,Sentiment: positive,"['قمة', 'المجد', 'عدم', 'الإخفاق', 'الفشل', 'القيام', 'عثرة']",قم مجد عدم إخفاق فشل قيام عثر,"['قم', 'مجد', 'عدم', 'إخفاق', 'فشل', 'قيام', 'عثر']"
النّجاح لا ينتهي، والفشل ليس نهائي.,Sentiment: positive,"['النجاح', 'ينتهي', 'الفشل', 'نهائي']",نجاح نتهى فشل نهائ,"['نجاح', 'نتهى', 'فشل', 'نهائ']"
الأعمال العظيمة لا تتحقق بالقوة، بل بالإصرار وعدم اليأس.,Sentiment: positive,"['الأعمال', 'العظيمة', 'تتحقق', 'بالقوة', 'بالإصرار', 'عدم', 'اليأس']",أعمال عظيم تحقق قو إصرار عدم إلياس,"['أعمال', 'عظيم', 'تحقق', 'قو', 'إصرار', 'عدم', 'إلياس']"
هزيمة اليّأس هي بداية الحكمة.,Good Moral: الحكمة,"['هزيمة', 'اليأس', 'بداية', 'الحكمة']",هزيم إلياس بداي حكم,"['هزيم', 'إلياس', 'بداي', 'حكم']"
استعمل الماضي لاستيضاح نقطة معينة ثم تجاوزه.,Sentiment: neutral,"['استعمل', 'الماضي', 'لاستيضاح', 'نقطة', 'معينة', 'تجاوزه']",ٱستعمل ماضي ٱستيضاح نقط معين تجاوز,"['ٱستعمل', 'ماضي', 'ٱستيضاح', 'نقط', 'معين', 'تجاوز']"
اليّأس لا يلحق إلا بالجبناء، وأنت قوي وصاحب إرادة.,Sentiment: positive,"['اليأس', 'يلحق', 'بالجبناا', 'قوي', 'صاحب', 'إرادة']",إلياس لحق بالجبناا قوي صاحب أراد,"['إلياس', 'لحق', 'بالجبناا', 'قوي', 'صاحب', 'أراد']"
اليّأس جزء من النّجاح، والأشخاص الذين يتفادون اليّأس يقتربون من النّجاح أكثر.,Sentiment: neutral,"['اليأس', 'جزا', 'النجاح', 'الأشخاص', 'يتفادون', 'اليأس', 'يقتربون', 'النجاح']",إلياس جز نجاح أشخاص تفاد إلياس قترب نجاح,"['إلياس', 'جز', 'نجاح', 'أشخاص', 'تفاد', 'إلياس', 'قترب', 'نجاح']"
لا ينبغي على أيّ شخص يسعى إلى حياة جديدة أن يتخلّى عن الأمل في نجاحه بسهولة.,Sentiment: positive,"['ينبغي', 'شخص', 'يسعى', 'حياة', 'جديدة', 'يتخلى', 'الأمل', 'نجاحه', 'بسهولة']",نبغى شخص سعى حي جديد تخلى أمل نجاح سهول,"['نبغى', 'شخص', 'سعى', 'حي', 'جديد', 'تخلى', 'أمل', 'نجاح', 'سهول']"
النّجاح لا يُقاس بالوضع الذي وصل إليه المرء في الحياة، بل بقدر العقبّات التّي تغلّب عليها، فقم وواجه العقبات ولا تيأس.,Sentiment: positive,"['النجاح', 'يقاس', 'بالوضع', 'صل', 'إليه', 'المرا', 'الحياة', 'بقدر', 'العقبات', 'تغلب', 'عليها', 'فقم', 'واجه', 'العقبات', 'تيأس']",نجاح قاس وضع صل ألي مرآ ألحي قدر عقب تغلب علي فقم واجه عقب يأس,"['نجاح', 'قاس', 'وضع', 'صل', 'ألي', 'مرآ', 'ألحي', 'قدر', 'عقب', 'تغلب', 'علي', 'فقم', 'واجه', 'عقب', 'يأس']"
أفضل نجاحاتنا تأتي بعد أكبر إحباطاتنا غالباً.,Sentiment: positive,"['أفضل', 'نجاحاتنا', 'تأتي', 'أكبر', 'إحباطاتنا']",أفضل نجاح تأتى أكبر إحباط,"['أفضل', 'نجاح', 'تأتى', 'أكبر', 'إحباط']"
قم بالأشياء التّي تظن أنك تعجز عن القيام بها، وافشل، ثمّ حاول مرة أخرى، فالأشخاص الذين لم يتعثروا أبداً لم يصلوا أبداً لخط النهايةِ، فاللّحظة ملكك.,Sentiment: positive,"['قم', 'بالأشياا', 'تظن', 'أنك', 'تعجز', 'القيام', 'افشل', 'حاول', 'مرة', 'أخرى', 'فالأشخاص', 'يتعثروا', 'يصلوا', 'لخط', 'النهاية', 'فاللحظة', 'ملكك']",قم بالأشياا ظن آن عجز قيام أفشل حاول مر آخر أشخاص تعثر صل خط نهاي لحظ ملك,"['قم', 'بالأشياا', 'ظن', 'آن', 'عجز', 'قيام', 'أفشل', 'حاول', 'مر', 'آخر', 'أشخاص', 'تعثر', 'صل', 'خط', 'نهاي', 'لحظ', 'ملك']"
لا تتوقّف عندما تكون متعباً، توقف عندما تنتهي.,Sentiment: negative,"['تتوقف', 'عندما', 'تكون', 'متعبا', 'توقف', 'عندما', 'تنتهي']",توقف عندم تكون متعب توقف عندم نته,"['توقف', 'عندم', 'تكون', 'متعب', 'توقف', 'عندم', 'نته']"
إذا كان الصّبر مرّاً، فعواقبه حلوة.,Good Moral: صَبْر,"['الصبر', 'مرا', 'فعواقبه', 'حلوة']",صبر مر عواقب حل,"['صبر', 'مر', 'عواقب', 'حل']"
لو نظرت بعين التّفاؤل إلى الوجود، لرأيت الجّمال شائعاً في كل ذرّاته.,Good Moral: تَفاؤُل,"['نظرت', 'بعين', 'التفاال', 'الوجود', 'لرأيت', 'الجمال', 'شائعا', 'ذراته']",نظر عين التفاال وجود رأي جمال شائع ذر,"['نظر', 'عين', 'التفاال', 'وجود', 'رأي', 'جمال', 'شائع', 'ذر']"
لا تقنع بشوك اليّأس من بين الزّهور؛ فوراء أوجاع الحياة عذوبة الأمل الجَسور.,Sentiment: positive,"['تقنع', 'بشوك', 'اليأس', 'الزهور', 'فوراا', 'أوجاع', 'الحياة', 'عذوبة', 'الأمل', 'الجسور']",تقنع شوك إلياس زهور فوراا أوجاع ألحي عذوب أمل جسور,"['تقنع', 'شوك', 'إلياس', 'زهور', 'فوراا', 'أوجاع', 'ألحي', 'عذوب', 'أمل', 'جسور']"
لا تدخل أبداً حي اليّأس، حتّى عندما تكون جميع الأبواب مغلقة، فسوف يفتح الله لك طريقاً جديداً إن سعيت.,Sentiment: positive,"['تدخل', 'حي', 'اليأس', 'عندما', 'تكون', 'الأبواب', 'مغلقة', 'فسوف', 'يفتح', 'الله', 'طريقا', 'جديدا', 'سعيت']",تدخل حي إلياس عندم تكون أبواب مغلق سوف فتح الله طريق جديد سعي,"['تدخل', 'حي', 'إلياس', 'عندم', 'تكون', 'أبواب', 'مغلق', 'سوف', 'فتح', 'الله', 'طريق', 'جديد', 'سعي']"
لا تيأس، فعادة ما يكون آخر مفتاح في مجموعة المفاتيح هو المناسب لفتح الباب.,Sentiment: positive,"['تيأس', 'فعادة', 'يكون', 'آخر', 'مفتاح', 'مجموعة', 'المفاتيح', 'المناسب', 'لفتح', 'الباب']",يأس عاد يكون آخر مفتاح مجموع مفاتيح مناسب فتح ألباب,"['يأس', 'عاد', 'يكون', 'آخر', 'مفتاح', 'مجموع', 'مفاتيح', 'مناسب', 'فتح', 'ألباب']"
الأمل ليس حلماً، بل طريقة لجعل الحلم حقيقة، فلا تيأس.,Good Moral: حُلُم,"['الأمل', 'حلما', 'طريقة', 'لجعل', 'الحلم', 'حقيقة', 'تيأس']",أمل حلم طريق جعل حلم حقيق يأس,"['أمل', 'حلم', 'طريق', 'جعل', 'حلم', 'حقيق', 'يأس']"
عندما نفقد كل أمل علينا ألّا نيأس أيضاً.,Sentiment: negative,"['عندما', 'نفقد', 'أمل', 'علينا', 'نيأس']",عندم فقد أمل علي يأس,"['عندم', 'فقد', 'أمل', 'علي', 'يأس']"
لكي تخبز أحلامك عليك أن تزرعَ الأمل، وتطحنَ الفشل، وتعجن اليّأس.,Sentiment: positive,"['تخبز', 'أحلامك', 'تزرع', 'الأمل', 'تطحن', 'الفشل', 'تعجن', 'اليأس']",خبز أحلام زرع أمل طح فشل عج إلياس,"['خبز', 'أحلام', 'زرع', 'أمل', 'طح', 'فشل', 'عج', 'إلياس']"
في هذه الحياة لا تتوقّف بسبب القليل من خيبات الأمل، فالوقت لا يتوقّف عندما تتعطّل الساعة.,Sentiment: negative,"['الحياة', 'تتوقف', 'بسبب', 'القليل', 'خيبات', 'الأمل', 'فالوقت', 'يتوقف', 'عندما', 'تتعطل', 'الساعة']",ألحي توقف سبب قليل خيبات أمل وقت توقف عندم تعطل ساع,"['ألحي', 'توقف', 'سبب', 'قليل', 'خيبات', 'أمل', 'وقت', 'توقف', 'عندم', 'تعطل', 'ساع']"
التّفاؤل هو الإيمان الذي يؤدي إلى الإنجاز، ولا شيء يمكن أن يتمّ دون أن يكون لديك أمل وثقة.,Good Moral: تَفاؤُل,"['التفاال', 'الإيمان', 'يادي', 'الإنجاز', 'شيا', 'يمكن', 'يتم', 'يكون', 'لديك', 'أمل', 'ثقة']",التفاال أيم يادي إنجاز شي مكن يتم يكون لد أمل ثق,"['التفاال', 'أيم', 'يادي', 'إنجاز', 'شي', 'مكن', 'يتم', 'يكون', 'لد', 'أمل', 'ثق']"
إذا كنت لا تستطيع جعل الأمر جيداً، فاجعله على الأقل يبدو جيداً.,Sentiment: neutral,"['كنت', 'تستطيع', 'الأمر', 'جيدا', 'فاجعله', 'الأقل', 'يبدو', 'جيدا']",كن ستطيع آمر جيد جعل أقل بدو جيد,"['كن', 'ستطيع', 'آمر', 'جيد', 'جعل', 'أقل', 'بدو', 'جيد']"
الإصرار على التّفاؤل قد يصنع لك ما كان مستحيلاً.,Good Moral: تَفاؤُل,"['الإصرار', 'التفاال', 'يصنع', 'مستحيلا']",إصرار التفاال صنع مستحيل,"['إصرار', 'التفاال', 'صنع', 'مستحيل']"
اليّأس يُفضي إلى الضّعف، بينما التّفاؤل يقودك إلى القوة.,Good Moral: تَفاؤُل,"['اليأس', 'يفضي', 'الضعف', 'بينما', 'التفاال', 'يقودك', 'القوة']",إلياس فضي ضعف بينما التفاال قود ألق,"['إلياس', 'فضي', 'ضعف', 'بينما', 'التفاال', 'قود', 'ألق']"
ابتسم لتقهر يأسك..ابتسم لتقّوي عزيمتك، وتستقبل هبات الحياة بتفاؤل.,Good Moral: تَفاؤُل,"['ابتسم', 'لتقهر', 'يأسكابتسم', 'لتقوي', 'عزيمتك', 'تستقبل', 'هبات', 'الحياة', 'بتفاال']",ٱبتسم قهر يأسكابتسم تقو عزيم ستقبل هب ألحي بتفاال,"['ٱبتسم', 'قهر', 'يأسكابتسم', 'تقو', 'عزيم', 'ستقبل', 'هب', 'ألحي', 'بتفاال']"
ليس المهم ما يحدث لك، بل المهم ما الذي ستفعله بما يحدث لك.,Sentiment: neutral,"['المهم', 'يحدث', 'المهم', 'ستفعله', 'يحدث']",ألم حدث ألم فعل حدث,"['ألم', 'حدث', 'ألم', 'فعل', 'حدث']"
لن تغرق سفينة الحياة في بحر من اليأس طالما لديك مجد اسمه الأمل.,Sentiment: positive,"['تغرق', 'سفينة', 'الحياة', 'بحر', 'اليأس', 'لديك', 'مجد', 'اسمه', 'الأمل']",تغرق سفي ألحي بحر إلياس لد مجد ٱسم أمل,"['تغرق', 'سفي', 'ألحي', 'بحر', 'إلياس', 'لد', 'مجد', 'ٱسم', 'أمل']"
مَن يعرف باب الأمل لا يعرف كلمة مستحيل.,Sentiment: positive,"['يعرف', 'باب', 'الأمل', 'يعرف', 'كلمة', 'مستحيل']",عرف باب أمل عرف كلم مستحيل,"['عرف', 'باب', 'أمل', 'عرف', 'كلم', 'مستحيل']"
السعادة لا تحتاج إلى استحالات كبيرة، فأشياء صغيرة قادرة على أن تهزّنا في العمق.,Sentiment: positive,"['السعادة', 'تحتاج', 'استحالات', 'كبيرة', 'فأشياا', 'صغيرة', 'قادرة', 'تهزنا', 'العمق']",سعاد حتاج ٱستحال كبير فأشياا صغير قادر هز عمق,"['سعاد', 'حتاج', 'ٱستحال', 'كبير', 'فأشياا', 'صغير', 'قادر', 'هز', 'عمق']"
إنّ الغروب لا يحول دون شروق جديد.,Sentiment: positive,"['الغروب', 'يحول', 'شروق', 'جديد']",غروب حول شروق جديد,"['غروب', 'حول', 'شروق', 'جديد']"
الأمل هي تلك النّافذة الصّغيرة التي مهما صغُر حجمها، إلّا أنّها تفتح آفاقاً واسعة في الحياة.,Sentiment: positive,"['الأمل', 'النافذة', 'الصغيرة', 'صغر', 'حجمها', 'أنها', 'تفتح', 'آفاقا', 'اسعة', 'الحياة']",أمل نافذ صغير صغر حجم آن تفتح أفاق سع ألحي,"['أمل', 'نافذ', 'صغير', 'صغر', 'حجم', 'آن', 'تفتح', 'أفاق', 'سع', 'ألحي']"
احذف اليّأس من قائمة خياراتك لتنجح.,Sentiment: positive,"['احذف', 'اليأس', 'قائمة', 'خياراتك', 'لتنجح']",حذف إلياس قائم خيار نجح,"['حذف', 'إلياس', 'قائم', 'خيار', 'نجح']"
